geocode;UF;name_muni;hierarquia
2600104;PE;Afogados da Ingazeira;Centro Sub-Regional B
2207009;PI;Oeiras;Centro Sub-Regional B
3103405;MG;Araçuaí;Centro Sub-Regional B
2302107;CE;Baturité;Centro Sub-Regional B
4216206;SC;São Francisco do Sul;Centro de Zona A
3507001;SP;Arranjo Populacional de Boituva - Iperó/SP;Centro de Zona A
5102637;MT;Campo Novo do Parecis;Centro de Zona A
5107875;MT;Sapezal;Centro de Zona A
2312403;CE;São Gonçalo do Amarante;Centro de Zona A
5102678;MT;Campo Verde;Centro de Zona A
5007208;MS;Rio Brilhante;Centro de Zona A
3306107;RJ;Arranjo Populacional de Valença/RJ;Centro de Zona A
2922003;BA;Mucuri;Centro de Zona A
4203600;SC;Campos Novos;Centro de Zona A
4117909;PR;Palotina;Centro de Zona A
3530508;SP;Mococa;Centro de Zona A
3531308;SP;Monte Alto;Centro de Zona A
4113205;PR;Lapa;Centro de Zona A
4313904;RS;Panambi;Centro de Zona A
4213203;SC;Pomerode;Centro de Zona A
3536703;SP;Pederneiras;Centro de Zona A
3505906;SP;Batatais;Centro de Zona A
3540606;SP;Porto Feliz;Centro de Zona A
5218508;GO;Quirinópolis;Centro de Zona A
1600279;AP;Arranjo Populacional de Laranjal do Jari/AP - Almeirim/PA;Centro de Zona A
5007695;MS;São Gabriel do Oeste;Centro de Zona A
5209101;GO;Goiatuba;Centro de Zona A
2305233;CE;Horizonte;Centro de Zona A
3137205;MG;Arranjo Populacional de Lagoa da Prata/MG;Centro de Zona A
4218004;SC;Tijucas;Centro de Zona A
4112009;PR;Jaguariaíva;Centro de Zona A
4321451;RS;Arranjo Populacional de Teutônia/RS;Centro de Zona A
4308201;RS;Flores da Cunha;Centro de Zona A
3136306;MG;João Pinheiro;Centro de Zona A
3515186;SP;Espírito Santo do Pinhal;Centro de Zona A
3169406;MG;Três Pontas;Centro de Zona A
3535507;SP;Arranjo Populacional de Paraguaçu Paulista/SP;Centro de Zona A
3546603;SP;Arranjo Populacional de Santa Fé do Sul/SP;Centro de Zona A
3524105;SP;Ituverava;Centro de Zona A
3533502;SP;Novo Horizonte;Centro de Zona A
3525706;SP;José Bonifácio;Centro de Zona A
3509700;SP;Campos do Jordão;Centro de Zona A
4125605;PR;São Mateus do Sul;Centro de Zona A
3537602;SP;Peruíbe;Centro de Zona A
5101704;MT;Barra do Bugres;Centro de Zona A
3522703;SP;Itápolis;Centro de Zona A
3537800;SP;Piedade;Centro de Zona A
4306601;RS;Dom Pedrito;Centro de Zona A
4102000;PR;Assis Chateaubriand;Centro de Zona A
4310603;RS;Itaqui;Centro de Zona A
3550100;SP;São Manuel;Centro de Zona A
3104205;MG;Arcos;Centro de Zona A
3516705;SP;Garça;Centro de Zona A
4313300;RS;Nova Prata;Centro de Zona A
4117602;PR;Palmas;Centro de Zona A
4304507;RS;Canguçu;Centro de Zona A
1501709;PA;Bragança;Centro de Zona A
4120606;PR;Prudentópolis;Centro de Zona A
5100300;MT;Arranjo Populacional de Alto Araguaia/MT;Centro de Zona A
3541307;SP;Presidente Epitácio;Centro de Zona A
4318804;RS;São Lourenço do Sul;Centro de Zona A
3110608;MG;Arranjo Populacional de Cambuí/MG;Centro de Zona A
2606408;PE;Gravatá;Centro de Zona A
4202800;SC;Braço do Norte;Centro de Zona A
3138401;MG;Leopoldina;Centro de Zona A
3534609;SP;Osvaldo Cruz;Centro de Zona A
4310009;RS;Ibirubá;Centro de Zona A
4210506;SC;Maravilha;Centro de Zona A
2405801;RN;João Câmara;Centro de Zona A
5104807;MT;Arranjo Populacional de Jaciara/MT;Centro de Zona A
4212908;SC;Pinhalzinho;Centro de Zona A
3139003;MG;Machado;Centro de Zona A
5217401;GO;Arranjo Populacional de Pires do Rio/GO;Centro de Zona A
5000609;MS;Amambai;Centro de Zona A
3107109;MG;Boa Esperança;Centro de Zona A
2311405;CE;Quixeramobim;Centro de Zona A
2508901;PB;Arranjo Populacional de Mamanguape - Rio Tinto/PB;Centro de Zona A
5103205;MT;Colíder;Centro de Zona A
4317301;RS;Santa Vitória do Palmar;Centro de Zona A
4316402;RS;Rosário do Sul;Centro de Zona A
3102605;MG;Andradas;Centro de Zona A
5218003;GO;Porangatu;Centro de Zona A
3300605;RJ;Arranjo Populacional de Bom Jesus do Itabapoana/RJ;Centro de Zona A
3200904;ES;Barra de São Francisco;Centro de Zona A
4219705;SC;Xaxim;Centro de Zona A
4211702;SC;Orleans;Centro de Zona A
2104057;MA;Arranjo Populacional de Estreito/MA;Centro de Zona A
4216909;SC;São Lourenço do Oeste;Centro de Zona A
4320909;RS;Tapejara;Centro de Zona A
5220108;GO;São Luís de Montes Belos;Centro de Zona A
5105101;MT;Juara;Centro de Zona A
3541505;SP;Arranjo Populacional de Presidente Venceslau/SP;Centro de Zona A
4112108;PR;Arranjo Populacional de Jandaia do Sul/PR;Centro de Zona A
4208500;SC;Ituporanga;Centro de Zona A
4302808;RS;Caçapava do Sul;Centro de Zona A
2928604;BA;Santo Amaro;Centro de Zona A
4308904;RS;Arranjo Populacional de Getúlio Vargas/RS;Centro de Zona A
3107307;MG;Bocaiúva;Centro de Zona A
2906006;BA;Campo Formoso;Centro de Zona A
3162104;MG;São Gotardo;Centro de Zona A
5103353;MT;Confresa;Centro de Zona A
2914000;BA;Ipirá;Centro de Zona A
4102406;PR;Bandeirantes;Centro de Zona A
2302503;CE;Brejo Santo;Centro de Zona A
4116901;PR;Nova Esperança;Centro de Zona A
4205001;SC;Arranjo Populacional Internacional de Dionísio Cerqueira-Barracão/Brasil - Bernardo de Irigoyen/Argentina;Centro de Zona A
3144300;MG;Nanuque;Centro de Zona A
2610905;PE;Pesqueira;Centro de Zona A
2905206;BA;Caetité;Centro de Zona A
1705508;TO;Colinas do Tocantins;Centro de Zona A
3146008;MG;Ouro Fino;Centro de Zona A
5105622;MT;Mirassol d'Oeste;Centro de Zona A
3538808;SP;Piraju;Centro de Zona A
2101608;MA;Barra do Corda;Centro de Zona A
5210208;GO;Iporá;Centro de Zona A
4121406;PR;Realeza;Centro de Zona A
2928109;BA;Arranjo Populacional de Santa Maria da Vitória/BA;Centro de Zona A
3202306;ES;Guaçuí;Centro de Zona A
1709302;TO;Guaraí;Centro de Zona A
3157005;MG;Salinas;Centro de Zona A
3112307;MG;Capelinha;Centro de Zona A
1502707;PA;Conceição do Araguaia;Centro de Zona A
2305407;CE;Icó;Centro de Zona A
3113305;MG;Carangola;Centro de Zona A
2807402;SE;Tobias Barreto;Centro de Zona A
4113502;PR;Loanda;Centro de Zona A
5218300;GO;Posse;Centro de Zona A
2411205;RN;Santa Cruz;Centro de Zona A
2101707;MA;Barreirinhas;Centro de Zona A
2929909;BA;Seabra;Centro de Zona A
3100203;MG;Abaeté;Centro de Zona A
5005681;MS;Mundo Novo;Centro de Zona A
2312304;CE;São Benedito;Centro de Zona A
5208905;GO;Goiás;Centro de Zona A
2601409;PE;Barreiros;Centro de Zona A
3168002;MG;Taiobeiras;Centro de Zona A
2513901;PB;São Bento;Centro de Zona A
4206900;SC;Ibirama;Centro de Zona A
2512101;PB;Pombal;Centro de Zona A
2105708;MA;Lago da Pedra;Centro de Zona A
2906873;BA;Capim Grosso;Centro de Zona A
4320701;RS;Sobradinho;Centro de Zona A
2203701;PI;Esperantina;Centro de Zona A
1707009;TO;Dianópolis;Centro de Zona A
2202901;PI;Corrente;Centro de Zona A
2111102;MA;São João dos Patos;Centro de Zona A
2907806;BA;Cícero Dantas;Centro de Zona A
2507002;PB;Itaporanga;Centro de Zona A
2103802;MA;Dom Pedro;Centro de Zona A
2211308;PI;Valença do Piauí;Centro de Zona A
2200202;PI;Água Branca;Centro de Zona A
3500709;SP;Agudos;Centro de Zona B
2702306;AL;Coruripe;Centro de Zona B
5002951;MS;Chapadão do Sul;Centro de Zona B
3505203;SP;Bariri;Centro de Zona B
2110302;MA;Santo Antônio dos Lopes;Centro de Zona B
4120903;PR;Quedas do Iguaçu;Centro de Zona B
4309605;RS;Horizontina;Centro de Zona B
3172004;MG;Visconde do Rio Branco;Centro de Zona B
5102702;MT;Canarana;Centro de Zona B
4312658;RS;Não-Me-Toque;Centro de Zona B
5213087;GO;Minaçu;Centro de Zona B
5214606;GO;Niquelândia;Centro de Zona B
4128005;PR;Ubiratã;Centro de Zona B
2611002;PE;Petrolândia;Centro de Zona B
4216503;SC;São Joaquim;Centro de Zona B
3526407;SP;Laranjal Paulista;Centro de Zona B
3151503;MG;Piumhi;Centro de Zona B
2927002;BA;Rio Real;Centro de Zona B
3537404;SP;Pereira Barreto;Centro de Zona B
2211209;PI;Arranjo Populacional de Uruçuí/PI;Centro de Zona B
4108601;PR;Goioerê;Centro de Zona B
4208401;SC;Arranjo Populacional de Itapiranga/SC;Centro de Zona B
4115606;PR;Matelândia;Centro de Zona B
5001904;MS;Bataguassu;Centro de Zona B
1716505;TO;Arranjo Populacional de Pedro Afonso/TO;Centro de Zona B
1508084;PA;Tucumã;Centro de Zona B
1501808;PA;Breves;Centro de Zona B
4304200;RS;Candelária;Centro de Zona B
5104104;MT;Guarantã do Norte;Centro de Zona B
1507458;PA;Arranjo Populacional de São Geraldo do Araguaia/PA;Centro de Zona B
4307500;RS;Espumoso;Centro de Zona B
3302106;RJ;Arranjo Populacional de Itaocara/RJ;Centro de Zona B
3200805;ES;Baixo Guandu;Centro de Zona B
4105904;PR;Arranjo Populacional de Colorado/PR;Centro de Zona B
1304203;AM;Tefé;Centro de Zona B
2302800;CE;Canindé;Centro de Zona B
3553807;SP;Taquarituba;Centro de Zona B
5220603;GO;Silvânia;Centro de Zona B
5107859;MT;São Félix do Araguaia;Centro de Zona B
3502705;SP;Apiaí;Centro de Zona B
4320404;RS;Serafina Corrêa;Centro de Zona B
4105409;PR;Chopinzinho;Centro de Zona B
3170800;MG;Várzea da Palma;Centro de Zona B
3105103;MG;Bambuí;Centro de Zona B
3520442;SP;Ilha Solteira;Centro de Zona B
4316451;RS;Salto do Jacuí;Centro de Zona B
2917607;BA;Jaguaquara;Centro de Zona B
4212106;SC;Palmitos;Centro de Zona B
5106257;MT;Nova Xavantina;Centro de Zona B
4101002;PR;Ampére;Centro de Zona B
4217808;SC;Taió;Centro de Zona B
5002902;MS;Cassilândia;Centro de Zona B
4317806;RS;Santo Augusto;Centro de Zona B
3508108;SP;Buritama;Centro de Zona B
2313302;CE;Tauá;Centro de Zona B
1100130;RO;Machadinho D'Oeste;Centro de Zona B
4214003;SC;Presidente Getúlio;Centro de Zona B
4316600;RS;Sananduva;Centro de Zona B
4218806;SC;Turvo;Centro de Zona B
4212205;SC;Papanduva;Centro de Zona B
2516003;PB;Arranjo Populacional de Solânea - Bananeiras/PB;Centro de Zona B
4128500;PR;Wenceslau Braz;Centro de Zona B
5002100;MS;Bela Vista;Centro de Zona B
1502301;PA;Capitão Poço;Centro de Zona B
3161106;MG;São Francisco;Centro de Zona B
4317905;RS;Santo Cristo;Centro de Zona B
3200102;ES;Afonso Cláudio;Centro de Zona B
4126603;PR;Siqueira Campos;Centro de Zona B
5108600;MT;Vila Rica;Centro de Zona B
2509701;PB;Monteiro;Centro de Zona B
4103909;PR;Campina da Lagoa;Centro de Zona B
2110500;MA;São Bento;Centro de Zona B
2919504;BA;Livramento de Nossa Senhora;Centro de Zona B
3203007;ES;Iúna;Centro de Zona B
3138807;MG;Luz;Centro de Zona B
5212204;GO;Jussara;Centro de Zona B
3124203;MG;Espera Feliz;Centro de Zona B
3133501;MG;Itapecerica;Centro de Zona B
4300109;RS;Agudo;Centro de Zona B
4117107;PR;Arranjo Populacional de Nova Londrina - Marilena/PR;Centro de Zona B
3147303;MG;Paraisópolis;Centro de Zona B
5101258;MT;Araputanga;Centro de Zona B
4107603;PR;Faxinal;Centro de Zona B
2402204;RN;Canguaretama;Centro de Zona B
2608800;PE;Lajedo;Centro de Zona B
1100056;RO;Cerejeiras;Centro de Zona B
2103604;MA;Coroatá;Centro de Zona B
2312205;CE;Santa Quitéria;Centro de Zona B
2605707;PE;Floresta;Centro de Zona B
4304903;RS;Casca;Centro de Zona B
5206404;GO;Crixás;Centro de Zona B
4216008;SC;Arranjo Populacional de São Carlos - Águas de Chapecó/SC;Centro de Zona B
2112506;MA;Tutóia;Centro de Zona B
1301407;AM;Eirunepé;Centro de Zona B
5211206;GO;Itapuranga;Centro de Zona B
4216701;SC;São José do Cedro;Centro de Zona B
2114007;MA;Zé Doca;Centro de Zona B
1702208;TO;Araguatins;Centro de Zona B
2103406;MA;Coelho Neto;Centro de Zona B
2300309;CE;Acopiara;Centro de Zona B
2504306;PB;Catolé do Rocha;Centro de Zona B
2907301;BA;Castro Alves;Centro de Zona B
3132503;MG;Itamarandiba;Centro de Zona B
4321402;RS;Tenente Portela;Centro de Zona B
2305001;CE;Guaraciaba do Norte;Centro de Zona B
4109302;PR;Guaraniaçu;Centro de Zona B
2933604;BA;Xique-Xique;Centro de Zona B
3112604;MG;Capinópolis;Centro de Zona B
3203502;ES;Montanha;Centro de Zona B
2901007;BA;Amargosa;Centro de Zona B
2308104;CE;Mauriti;Centro de Zona B
4319406;RS;São Pedro do Sul;Centro de Zona B
2913200;BA;Ibotirama;Centro de Zona B
2305803;CE;Ipu;Centro de Zona B
3137809;MG;Lambari;Centro de Zona B
2926301;BA;Riachão do Jacuípe;Centro de Zona B
5210901;GO;Itapaci;Centro de Zona B
2919801;BA;Macaúbas;Centro de Zona B
2911204;BA;Gandu;Centro de Zona B
2926004;BA;Remanso;Centro de Zona B
2918100;BA;Jeremoabo;Centro de Zona B
2927200;BA;Ruy Barbosa;Centro de Zona B
3108008;MG;Bom Sucesso;Centro de Zona B
2707305;AL;Porto Calvo;Centro de Zona B
4301206;RS;Arroio do Tigre;Centro de Zona B
3152204;MG;Porteirinha;Centro de Zona B
2920502;BA;Maracás;Centro de Zona B
2308500;CE;Mombaça;Centro de Zona B
1100064;RO;Colorado do Oeste;Centro de Zona B
3108602;MG;Brasília de Minas;Centro de Zona B
3119104;MG;Corinto;Centro de Zona B
3108305;MG;Borda da Mata;Centro de Zona B
2103505;MA;Colinas;Centro de Zona B
2921708;BA;Morro do Chapéu;Centro de Zona B
2613602;PE;São José do Egito;Centro de Zona B
2408904;RN;Parelhas;Centro de Zona B
3504206;SP;Auriflama;Centro de Zona B
3155801;MG;Rio Pomba;Centro de Zona B
3130903;MG;Inhapim;Centro de Zona B
1504059;PA;Mãe do Rio;Centro de Zona B
5101308;MT;Arranjo Populacional de Arenápolis - Nortelândia/MT;Centro de Zona B
3522802;SP;Itaporanga;Centro de Zona B
2207900;PI;Pedro II;Centro de Zona B
2905602;BA;Camacan;Centro de Zona B
4318606;RS;São José do Ouro;Centro de Zona B
4305801;RS;Constantina;Centro de Zona B
3133303;MG;Itaobim;Centro de Zona B
5101852;MT;Bom Jesus do Araguaia;Centro de Zona B
2709400;AL;Viçosa;Centro de Zona B
2110708;MA;São Domingos do Maranhão;Centro de Zona B
2505105;PB;Arranjo Populacional de Cuité - Nova Floresta/PB;Centro de Zona B
3141801;MG;Minas Novas;Centro de Zona B
5204904;GO;Campos Belos;Centro de Zona B
4307302;RS;Erval Seco;Centro de Zona B
2902807;BA;Barra da Estiva;Centro de Zona B
4301404;RS;Arvorezinha;Centro de Zona B
2905008;BA;Caculé;Centro de Zona B
3135803;MG;Jequitinhonha;Centro de Zona B
3169703;MG;Turmalina;Centro de Zona B
2208304;PI;Piracuruca;Centro de Zona B
3122009;MG;Divino;Centro de Zona B
3154309;MG;Resplendor;Centro de Zona B
2614600;PE;Tabira;Centro de Zona B
1702554;TO;Augustinópolis;Centro de Zona B
3100906;MG;Águas Formosas;Centro de Zona B
3167103;MG;Serro;Centro de Zona B
3120805;MG;Cruzília;Centro de Zona B
4213401;SC;Ponte Serrada;Centro de Zona B
2917102;BA;Itororó;Centro de Zona B
3131208;MG;Ipanema;Centro de Zona B
2113009;MA;Vitorino Freire;Centro de Zona B
2928208;BA;Santana;Centro de Zona B
3123205;MG;Dores do Indaiá;Centro de Zona B
2933000;BA;Valente;Centro de Zona B
3148707;MG;Pedra Azul;Centro de Zona B
2512309;PB;Princesa Isabel;Centro de Zona B
3141405;MG;Medina;Centro de Zona B
2925808;BA;Queimadas;Centro de Zona B
2412500;RN;São Miguel;Centro de Zona B
5200803;GO;Arranjo Populacional de Alvorada do Norte - Simolândia/GO;Centro de Zona B
2207801;PI;Paulistana;Centro de Zona B
2202307;PI;Canto do Buriti;Centro de Zona B
2103703;MA;Cururupu;Centro de Zona B
4102505;PR;Barbosa Ferraz;Centro de Zona B
4322103;RS;Tucunduva;Centro de Zona B
4305405;RS;Chiapetta;Centro de Zona B
2705705;AL;Olho d'Água das Flores;Centro de Zona B
2210003;PI;São João do Piauí;Centro de Zona B
3148608;MG;Peçanha;Centro de Zona B
2202703;PI;Cocal;Centro de Zona B
3139201;MG;Malacacheta;Centro de Zona B
3162708;MG;São João do Paraíso;Centro de Zona B
2923605;BA;Paramirim;Centro de Zona B
4302204;RS;Boa Vista do Buricá;Centro de Zona B
2205805;PI;Luzilândia;Centro de Zona B
3142908;MG;Monte Azul;Centro de Zona B
3528601;SP;Manduri;Centro de Zona B
5212808;GO;Mara Rosa;Centro de Zona B
2112605;MA;Urbano Santos;Centro de Zona B
3162807;MG;São João Evangelista;Centro de Zona B
2514503;PB;São José de Piranhas;Centro de Zona B
4123709;PR;Santa Isabel do Ivaí;Centro de Zona B
2513406;PB;Santa Luzia;Centro de Zona B
2110104;MA;Santa Quitéria do Maranhão;Centro de Zona B
2511301;PB;Piancó;Centro de Zona B
2706406;AL;Pão de Açúcar;Centro de Zona B
2511400;PB;Picuí;Centro de Zona B
2102903;MA;Carutapera;Centro de Zona B
2516300;PB;Sumé;Centro de Zona B
4119004;PR;Pérola d'Oeste;Centro de Zona B
3146305;MG;Padre Paraíso;Centro de Zona B
4315909;RS;Rodeio Bonito;Centro de Zona B
2108009;MA;Pastos Bons;Centro de Zona B
2106326;MA;Maracaçumé;Centro de Zona B
2516904;PB;Uiraúna;Centro de Zona B
2504405;PB;Conceição;Centro de Zona B
2202604;PI;Castelo do Piauí;Centro de Zona B
2108108;MA;Paulo Ramos;Centro de Zona B
2932804;BA;Utinga;Centro de Zona B
2106706;MA;Mirador;Centro de Zona B
2412609;RN;São Paulo do Potengi;Centro de Zona B
2205201;PI;Jaicós;Centro de Zona B
3170909;MG;Varzelândia;Centro de Zona B
4214508;SC;Rio do Campo;Centro de Zona B
4201000;SC;Anita Garibaldi;Centro de Zona B
2931053;BA;Tanque Novo;Centro de Zona B
2105005;MA;Humberto de Campos;Centro de Zona B
3171808;MG;Virginópolis;Centro de Zona B
2104008;MA;Esperantinópolis;Centro de Zona B
5219704;GO;Santa Terezinha de Goiás;Centro de Zona B
2210805;PI;Simplício Mendes;Centro de Zona B
3142700;MG;Montalvânia;Centro de Zona B
3158201;MG;Santa Maria do Suaçuí;Centro de Zona B
1714203;TO;Natividade;Centro de Zona B
2400802;RN;Angicos;Centro de Zona B
3141009;MG;Mato Verde;Centro de Zona B
2210706;PI;Simões;Centro de Zona B
2515500;PB;Serra Branca;Centro de Zona B
2502805;PB;Brejo do Cruz;Centro de Zona B
1715754;TO;Palmeirópolis;Centro de Zona B
2406700;RN;Lajes;Centro de Zona B
2409308;RN;Patu;Centro de Zona B
3131802;MG;Itabirinha;Centro de Zona B
3101201;MG;Aiuruoca;Centro de Zona B
2901304;BA;Andaraí;Centro de Zona B
3116803;MG;Coluna;Centro de Zona B
2203206;PI;Curimatá;Centro de Zona B
3122702;MG;Dom Silvério;Centro de Zona B
2914109;BA;Ipupiara;Centro de Zona B
2927903;BA;Santa Inês;Centro de Zona B
2400901;RN;Antônio Martins;Centro de Zona B
3524709;SP;Jaguariúna;Centro Local
3517406;SP;Guaíra;Centro Local
3541604;SP;Promissão;Centro Local
3131901;MG;Itabirito;Centro Local
5220405;GO;São Simão;Centro Local
1502152;PA;Canaã dos Carajás;Centro Local
5005400;MS;Maracaju;Centro Local
5206206;GO;Cristalina;Centro Local
3512407;SP;Cordeirópolis;Centro Local
3544251;SP;Rosana;Centro Local
3140001;MG;Mariana;Centro Local
3502754;SP;Araçariguama;Centro Local
2908507;BA;Conceição do Jacuípe;Centro Local
3202801;ES;Itapemirim;Centro Local
3304003;RJ;Piraí;Centro Local
5007802;MS;Selvíria;Centro Local
3204302;ES;Presidente Kennedy;Centro Local
3161908;MG;São Gonçalo do Rio Abaixo;Centro Local
3503802;SP;Arranjo Populacional de Artur Nogueira/SP;Centro Local
4119301;PR;Pinhão;Centro Local
2404507;RN;Guamaré;Centro Local
1505304;PA;Oriximiná;Centro Local
4114401;PR;Mangueirinha;Centro Local
3505302;SP;Arranjo Populacional de Barra Bonita - Igaraçu do Tietê/SP;Centro Local
3519709;SP;Ibiúna;Centro Local
3520103;SP;Arranjo Populacional de Igarapava/SP;Centro Local
4103453;PR;Cafelândia;Centro Local
5007901;MS;Sidrolândia;Centro Local
5003256;MS;Costa Rica;Centro Local
4104600;PR;Capitão Leônidas Marques;Centro Local
3506359;SP;Bertioga;Centro Local
2928901;BA;São Desidério;Centro Local
3169356;MG;Três Marias;Centro Local
5006002;MS;Nova Alvorada do Sul;Centro Local
3518305;SP;Guararema;Centro Local
4115705;PR;Arranjo Populacional de Matinhos - Pontal do Paraná/PR;Centro Local
1507300;PA;São Félix do Xingu;Centro Local
5200308;GO;Alexânia;Centro Local
3513702;SP;Descalvado;Centro Local
3156908;MG;Sacramento;Centro Local
4114203;PR;Mandaguari;Centro Local
1508126;PA;Ulianópolis;Centro Local
4117701;PR;Palmeira;Centro Local
5102686;MT;Campos de Júlio;Centro Local
